url/_source,url/_text,url,pageUrl
/doi/full/10.1080/10242694.2014.1000010,Conflict dynamics and costs in the Greek Civil War 1946–1949,http://www.tandfonline.com/doi/full/10.1080/10242694.2014.1000010,http://www.tandfonline.com/action/doSearch?SeriesKey=gdpe20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/10242694.2014.996006,"‘Look like the innocent flower, but be the serpent under’t’: mimicking behaviour of growth-oriented terrorist organizations",http://www.tandfonline.com/doi/full/10.1080/10242694.2014.996006,http://www.tandfonline.com/action/doSearch?SeriesKey=gdpe20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/10242694.2014.948700,Conflict and fiscal capacity,http://www.tandfonline.com/doi/full/10.1080/10242694.2014.948700,http://www.tandfonline.com/action/doSearch?SeriesKey=gdpe20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/10242694.2012.724878,Does Military Spending Explode External Debt in Pakistan?,http://www.tandfonline.com/doi/full/10.1080/10242694.2012.724878,http://www.tandfonline.com/action/doSearch?SeriesKey=gdpe20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/10242694.2014.972087,Military support and transnational terrorism,http://www.tandfonline.com/doi/full/10.1080/10242694.2014.972087,http://www.tandfonline.com/action/doSearch?SeriesKey=gdpe20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/10242694.2014.925325,The demand for military expenditure in authoritarian regimes,http://www.tandfonline.com/doi/full/10.1080/10242694.2014.925325,http://www.tandfonline.com/action/doSearch?SeriesKey=gdpe20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/10242694.2014.925676,Collective action and the common enemy effect,http://www.tandfonline.com/doi/full/10.1080/10242694.2014.925676,http://www.tandfonline.com/action/doSearch?SeriesKey=gdpe20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/10242694.2015.1005984,Erratum,http://www.tandfonline.com/doi/full/10.1080/10242694.2015.1005984,http://www.tandfonline.com/action/doSearch?SeriesKey=gdpe20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/10242694.2016.1234841,Editorial Board,http://www.tandfonline.com/doi/full/10.1080/10242694.2016.1234841,http://www.tandfonline.com/action/doSearch?SeriesKey=gdpe20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/10242694.2015.1072376,The lobbies’ network at the EU policy level: the case of security and defense,http://www.tandfonline.com/doi/full/10.1080/10242694.2015.1072376,http://www.tandfonline.com/action/doSearch?SeriesKey=gdpe20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
