url/_text,url,pageUrl
Influence of ferrite matrix and precipitation status on the mechanical properties of low carbon low alloy steel during high temperature tension,http://www.sciencedirect.com/science/article/pii/S0921509316311303,http://www.sciencedirect.com/science/journal/09215093
Stress relaxation behavior and mechanism of AEREX350 and Waspaloy superalloys,http://www.sciencedirect.com/science/article/pii/S0921509316311595,http://www.sciencedirect.com/science/journal/09215093
The effects of bimodal grain size distributions on the work hardening behavior of a TRansformation-TWinning induced plasticity steel,http://www.sciencedirect.com/science/article/pii/S0921509316311674,http://www.sciencedirect.com/science/journal/09215093
The kinetics and cellular automaton modeling of dynamic recrystallization behavior of a medium carbon Cr-Ni-Mo alloyed steel in hot working process,http://www.sciencedirect.com/science/article/pii/S0921509316311285,http://www.sciencedirect.com/science/journal/09215093
Microstructural development during equal channel angular pressing of as-cast AZ91 alloy,http://www.sciencedirect.com/science/article/pii/S0921509316311492,http://www.sciencedirect.com/science/journal/09215093
Influence of MCrAlY coating on low-cycle fatigue behavior of a directionally solidified nickel-based superalloy in hot corrosive environment,http://www.sciencedirect.com/science/article/pii/S0921509316311455,http://www.sciencedirect.com/science/journal/09215093
"The microstructure, mechanical properties and corrosion resistance of 316 L stainless steel fabricated using laser engineered net shaping",http://www.sciencedirect.com/science/article/pii/S0921509316310917,http://www.sciencedirect.com/science/journal/09215093/677
Strain hardening of cold-rolled lean-alloyed metastable ferritic-austenitic stainless steels,http://www.sciencedirect.com/science/article/pii/S0921509316311030,http://www.sciencedirect.com/science/journal/09215093/677
Atomistic insights into shear-coupled grain boundary migration in bcc tungsten,http://www.sciencedirect.com/science/article/pii/S0921509316310930,http://www.sciencedirect.com/science/journal/09215093/677
Microstructural characteristics and mechanical properties of cast Al-3Li-xCu-0.2Zr alloy,http://www.sciencedirect.com/science/article/pii/S0921509316311054,http://www.sciencedirect.com/science/journal/09215093/677
Microstructure and micro-texture evolution during large strain deformation of aluminium alloy AA 2219,http://www.sciencedirect.com/science/article/pii/S0921509316310929,http://www.sciencedirect.com/science/journal/09215093/677
"Microstructure, texture and mechanical properties of commercial high-purity thick titanium plates jointed by electron beam welding",http://www.sciencedirect.com/science/article/pii/S0921509316310942,http://www.sciencedirect.com/science/journal/09215093/677
Cyclic deformation and fatigue of rolled AZ80 magnesium alloy along different material orientations,http://www.sciencedirect.com/science/article/pii/S0921509316310954,http://www.sciencedirect.com/science/journal/09215093/677
Localized deformation via multiple twinning in a Mg–Gd–Y–Zr alloy processed by high-pressure torsion,http://www.sciencedirect.com/science/article/pii/S0921509316310632,http://www.sciencedirect.com/science/journal/09215093/677
3D microstructure-based simulations of strength and ductility of bimodal nanostructured metals,http://www.sciencedirect.com/science/article/pii/S0921509316310887,http://www.sciencedirect.com/science/journal/09215093/677
"Microstructure and properties of forged plasma arc melted pilot ingot of Ti–45Al–8.5Nb–(W, B, Y) alloy",http://www.sciencedirect.com/science/article/pii/S092150931631098X,http://www.sciencedirect.com/science/journal/09215093/677
Thermal response of DP600 dual-phase steel under ultrasonic fatigue loading,http://www.sciencedirect.com/science/article/pii/S0921509316310899,http://www.sciencedirect.com/science/journal/09215093/677
Creep and stress relaxation of a FeMnSi-based shape memory alloy at low temperatures,http://www.sciencedirect.com/science/article/pii/S0921509316311066,http://www.sciencedirect.com/science/journal/09215093/677
Influence of spark plasma sintering parameters on the mechanical properties of Cu50Zr45Al5 bulk metallic glass obtained using metallic glass powder,http://www.sciencedirect.com/science/article/pii/S0921509316310966,http://www.sciencedirect.com/science/journal/09215093/677
Effect of heat treatment and deformation temperature on the mechanical properties of ECAP processed ZK60 magnesium alloy,http://www.sciencedirect.com/science/article/pii/S0921509316311029,http://www.sciencedirect.com/science/journal/09215093/677
Effect of carbon content on shape memory effect of Fe-Mn-Si-Cr-Ni-based alloys at different deformation temperatures,http://www.sciencedirect.com/science/article/pii/S0921509316310711,http://www.sciencedirect.com/science/journal/09215093/677
Cu-Bi alloys with high volume fraction of Bi: A material potentially suitable for thermal surge protection and energy storage,http://www.sciencedirect.com/science/article/pii/S0921509316311042,http://www.sciencedirect.com/science/journal/09215093/677
Influence of heat-treatment on the dynamic behavior of 3D laser-deposited Ti–6Al–4V alloy,http://www.sciencedirect.com/science/article/pii/S0921509316310991,http://www.sciencedirect.com/science/journal/09215093/677
An approach to microstructure quantification in terms of impact properties of HSLA pipeline steels,http://www.sciencedirect.com/science/article/pii/S0921509316311078,http://www.sciencedirect.com/science/journal/09215093/677
Additive layer manufacturing of titanium matrix composites using the direct metal deposition laser process,http://www.sciencedirect.com/science/article/pii/S092150931631067X,http://www.sciencedirect.com/science/journal/09215093/677
Microstructure and mechanical properties of electron beam welded dissimilar steel to Fe–Al alloy joints,http://www.sciencedirect.com/science/article/pii/S0921509316311108,http://www.sciencedirect.com/science/journal/09215093/677
Effect of mean stress and ratcheting strain on the low cycle fatigue behavior of a wrought 316LN stainless steel,http://www.sciencedirect.com/science/article/pii/S0921509316311157,http://www.sciencedirect.com/science/journal/09215093/677
Flow behavior and microstructure evolution of 7055 aluminum alloy impacted at high strain rates,http://www.sciencedirect.com/science/article/pii/S0921509316311145,http://www.sciencedirect.com/science/journal/09215093/677
Effect of Ti content on grain size and mechanical properties of UNS S44100 ferritic stainless steel,http://www.sciencedirect.com/science/article/pii/S0921509316309790,http://www.sciencedirect.com/science/journal/09215093/677
Alpha phase precipitation in Ti-30Nb-1Fe alloys – phase transformations in continuous heating and aging heat treatments,http://www.sciencedirect.com/science/article/pii/S0921509316310875,http://www.sciencedirect.com/science/journal/09215093/677
Hot deformation behaviour and microstructural evolution of biomedical Ti-13Nb-13Zr alloy in high strain rate range,http://www.sciencedirect.com/science/article/pii/S092150931631053X,http://www.sciencedirect.com/science/journal/09215093/677
Improvement of impact toughness by modified hot working and heat treatment in 13%Cr martensitic stainless steel,http://www.sciencedirect.com/science/article/pii/S0921509316311133,http://www.sciencedirect.com/science/journal/09215093/677
Stability of martensite with pulsed electric current in dual-phase steels,http://www.sciencedirect.com/science/article/pii/S0921509316310590,http://www.sciencedirect.com/science/journal/09215093/677
Effect of plastic deformation on the electrochemical and stress corrosion cracking behavior of X70 steel in near-neutral pH environment,http://www.sciencedirect.com/science/article/pii/S0921509316310978,http://www.sciencedirect.com/science/journal/09215093/677
Hot embrittlement and effect of grain size on hot ductility of martensitic heat-resistant steels,http://www.sciencedirect.com/science/article/pii/S0921509316311534,http://www.sciencedirect.com/science/journal/09215093/677
Effect of alloying element partitioning on ferrite hardening in a low alloy ferrite-martensite dual phase steel,http://www.sciencedirect.com/science/article/pii/S0921509316311522,http://www.sciencedirect.com/science/journal/09215093/677
Transition of tensile strength and damaging mechanisms of compacted graphite iron with temperature,http://www.sciencedirect.com/science/article/pii/S0921509316311017,http://www.sciencedirect.com/science/journal/09215093/677
Size and orientation effect on the mechanical properties of LiAlO2 single crystal,http://www.sciencedirect.com/science/article/pii/S0921509316311546,http://www.sciencedirect.com/science/journal/09215093/677
