url/_source,url/_text,url,pageUrl
/doi/full/10.1080/13563467.2013.779650,Sovereign Wealth Funds and the Acquisition of Power,http://www.tandfonline.com/doi/full/10.1080/13563467.2013.779650,http://www.tandfonline.com/action/doSearch?SeriesKey=cnpe20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/13563467.2013.779647,Labour Management as Development of the Integrated Developmental State in China,http://www.tandfonline.com/doi/full/10.1080/13563467.2013.779647,http://www.tandfonline.com/action/doSearch?SeriesKey=cnpe20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/13563467.2013.779651,"Globalisation from Above? Corporate Social Responsibility, the Workers' Party and the Origins of the World Social Forum",http://www.tandfonline.com/doi/full/10.1080/13563467.2013.779651,http://www.tandfonline.com/action/doSearch?SeriesKey=cnpe20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/13563467.2013.768613,"What Happened to the Bondholding Class? Public Debt, Power and the Top One Per Cent",http://www.tandfonline.com/doi/full/10.1080/13563467.2013.768613,http://www.tandfonline.com/action/doSearch?SeriesKey=cnpe20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/13563467.2013.779653,Narratives of Optimum Currency Area Theory and Eurozone Governance,http://www.tandfonline.com/doi/full/10.1080/13563467.2013.779653,http://www.tandfonline.com/action/doSearch?SeriesKey=cnpe20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/13563467.2013.779652,The Role of the Media in Sustaining Ireland's Housing Bubble,http://www.tandfonline.com/doi/full/10.1080/13563467.2013.779652,http://www.tandfonline.com/action/doSearch?SeriesKey=cnpe20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/13563467.2013.779654,International Inequality and World Poverty: A Quantitative Structural Analysis,http://www.tandfonline.com/doi/full/10.1080/13563467.2013.779654,http://www.tandfonline.com/action/doSearch?SeriesKey=cnpe20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/13563467.2013.779649,Towards Post-neoliberal Resource Politics? The International Political Economy (IPE) of Oil and Copper in Brazil and Chile,http://www.tandfonline.com/doi/full/10.1080/13563467.2013.779649,http://www.tandfonline.com/action/doSearch?SeriesKey=cnpe20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/13563467.2013.796445,"Geneva Rhetoric, National Reality: The Political Economy of Introducing Plant Breeders' Rights in Kenya",http://www.tandfonline.com/doi/full/10.1080/13563467.2013.796445,http://www.tandfonline.com/action/doSearch?SeriesKey=cnpe20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/13563467.2013.796451,Controlling Capital: The International Monetary Fund and Transformative Incremental Change from Within International Organisations,http://www.tandfonline.com/doi/full/10.1080/13563467.2013.796451,http://www.tandfonline.com/action/doSearch?SeriesKey=cnpe20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
