url/_text,url,pageUrl
Editorial Board Page,http://www.sciencedirect.com/science/article/pii/S0006322316327421,http://www.sciencedirect.com/science/journal/00063223/80/8
Subscribers Page,http://www.sciencedirect.com/science/article/pii/S0006322316327433,http://www.sciencedirect.com/science/journal/00063223/80/8
Table of Contents,http://www.sciencedirect.com/science/article/pii/S0006322316327445,http://www.sciencedirect.com/science/journal/00063223/80/8
Guide for Authors,http://www.sciencedirect.com/science/article/pii/S0006322316327469,http://www.sciencedirect.com/science/journal/00063223/80/8
A brief summary of the articles appearing in this issue of Biological Psychiatry.,http://www.sciencedirect.com/science/article/pii/S0006322316327287,http://www.sciencedirect.com/science/journal/00063223/80/8
Is Pupillary Response a Biomarker for Effort and Defeatist Attitudes in Patients With Schizophrenia?,http://www.sciencedirect.com/science/article/pii/S0006322316327202,http://www.sciencedirect.com/science/journal/00063223/80/8
What Are Sleep Spindle Deficits Telling Us About Schizophrenia?,http://www.sciencedirect.com/science/article/pii/S0006322316327093,http://www.sciencedirect.com/science/journal/00063223/80/8
The Role of the Corpus Callosum in Psychosis,http://www.sciencedirect.com/science/article/pii/S0006322316327214,http://www.sciencedirect.com/science/journal/00063223/80/8
Psychiatric Pharmacogenomics: How Close Are We?,http://www.sciencedirect.com/science/article/pii/S0006322316326683,http://www.sciencedirect.com/science/journal/00063223/80/8
Revisiting the Inverted-U Hypothesis of Working Memory Activation in Schizophrenia,http://www.sciencedirect.com/science/article/pii/S0006322316327123,http://www.sciencedirect.com/science/journal/00063223/80/8
Pupillary Responses as a Biomarker of Diminished Effort Associated With Defeatist Attitudes and Negative Symptoms in Schizophrenia,http://www.sciencedirect.com/science/article/pii/S0006322315007635,http://www.sciencedirect.com/science/journal/00063223/80/8
Weaving a Net of Neurobiological Mechanisms in Schizophrenia and Unraveling the Underlying Pathophysiology,http://www.sciencedirect.com/science/article/pii/S0006322316310976,http://www.sciencedirect.com/science/journal/00063223/80/8
Reduced Sleep Spindles in Schizophrenia: A Treatable Endophenotype That Links Risk Genes to Impaired Cognition?,http://www.sciencedirect.com/science/article/pii/S0006322315008185,http://www.sciencedirect.com/science/journal/00063223/80/8
Influence of Polygenic Risk Scores on the Association Between Infections and Schizophrenia,http://www.sciencedirect.com/science/article/pii/S0006322316322843,http://www.sciencedirect.com/science/journal/00063223/80/8
Mechanisms of Working Memory Impairment in Schizophrenia,http://www.sciencedirect.com/science/article/pii/S0006322316001293,http://www.sciencedirect.com/science/journal/00063223/80/8
Callosal Abnormalities Across the Psychosis Dimension: Bipolar Schizophrenia Network on Intermediate Phenotypes,http://www.sciencedirect.com/science/article/pii/S0006322316000111,http://www.sciencedirect.com/science/journal/00063223/80/8
Pharmacogenomic Study of Clozapine-Induced Agranulocytosis/Granulocytopenia in a Japanese Population,http://www.sciencedirect.com/science/article/pii/S0006322315010410,http://www.sciencedirect.com/science/journal/00063223/80/8
Clinical Improvement in a Treatment-Resistant Patient With Schizophrenia Treated With Deep Brain Stimulation,http://www.sciencedirect.com/science/article/pii/S0006322316311003,http://www.sciencedirect.com/science/journal/00063223/80/8
