url/_source,url/_text,url,pageUrl
/doi/full/10.1080/07380569.2014.932652,Student-Created Digital Media and Engagement in Middle School History,http://www.tandfonline.com/doi/full/10.1080/07380569.2014.932652,http://www.tandfonline.com/action/doSearch?SeriesKey=wcis20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/07380569.2014.932660,School Administrators’ Use of iPads: Impact of Training and Attitudes Toward School Use,http://www.tandfonline.com/doi/full/10.1080/07380569.2014.932660,http://www.tandfonline.com/action/doSearch?SeriesKey=wcis20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/07380569.2014.932650,Evaluation of simSchool: An Instructional Simulation for Pre-Service Teachers,http://www.tandfonline.com/doi/full/10.1080/07380569.2014.932650,http://www.tandfonline.com/action/doSearch?SeriesKey=wcis20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/07380569.2014.931779,Teachers’ Critical Evaluations of Dynamic Geometry Software Implementation in 1:1 Classrooms,http://www.tandfonline.com/doi/full/10.1080/07380569.2014.931779,http://www.tandfonline.com/action/doSearch?SeriesKey=wcis20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/07380569.2014.932622,Using Class Blogs in 1:1 Schools—Searching for Unexplored Opportunities,http://www.tandfonline.com/doi/full/10.1080/07380569.2014.932622,http://www.tandfonline.com/action/doSearch?SeriesKey=wcis20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/07380569.2014.931776,"Examining Differentiation and Utilization of iPads Across Content Areas in an Independent, PreK–4th Grade Elementary School",http://www.tandfonline.com/doi/full/10.1080/07380569.2014.931776,http://www.tandfonline.com/action/doSearch?SeriesKey=wcis20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/07380569.2014.939914,"Anytime, Anywhere Learning and the Critical Need for Expert, Anytime, Anywhere Technical Support",http://www.tandfonline.com/doi/full/10.1080/07380569.2014.939914,http://www.tandfonline.com/action/doSearch?SeriesKey=wcis20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/07380569.2014.932682,Effective Assistive Technology Consideration and Implications for Diverse Students,http://www.tandfonline.com/doi/full/10.1080/07380569.2014.932682,http://www.tandfonline.com/action/doSearch?SeriesKey=wcis20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/07380569.2014.879801,Digital Game-Based Learning,http://www.tandfonline.com/doi/full/10.1080/07380569.2014.879801,http://www.tandfonline.com/action/doSearch?SeriesKey=wcis20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/07380569.2014.890879,"Toward Understanding the Potential of Games for Learning: Learning Theory, Game Design Characteristics, and Situating Video Games in Classrooms",http://www.tandfonline.com/doi/full/10.1080/07380569.2014.890879,http://www.tandfonline.com/action/doSearch?SeriesKey=wcis20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/07380569.2014.879771,UbiqBio: Adoptions and Outcomes of Mobile Biology Games in the Ecology of School,http://www.tandfonline.com/doi/full/10.1080/07380569.2014.879771,http://www.tandfonline.com/action/doSearch?SeriesKey=wcis20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/07380569.2014.879776,Designing Science Learning with Game-Based Approaches,http://www.tandfonline.com/doi/full/10.1080/07380569.2014.879776,http://www.tandfonline.com/action/doSearch?SeriesKey=wcis20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/07380569.2013.878975,Examining a Massive Multiplayer Online Role-Playing Game as a Digital Game-Based Learning Platform,http://www.tandfonline.com/doi/full/10.1080/07380569.2013.878975,http://www.tandfonline.com/action/doSearch?SeriesKey=wcis20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/07380569.2014.879684,The Effects of Game Design on Learning Outcomes,http://www.tandfonline.com/doi/full/10.1080/07380569.2014.879684,http://www.tandfonline.com/action/doSearch?SeriesKey=wcis20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/07380569.2014.879791,Can Wii Engage College-Level Learners? Use of Commercial Off-the-Shelf Gaming in an Introductory Statistics Course,http://www.tandfonline.com/doi/full/10.1080/07380569.2014.879791,http://www.tandfonline.com/action/doSearch?SeriesKey=wcis20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/07380569.2014.967632,Static Versus Dynamic Disposition: The Role of GeoGebra in Representing Polynomial-Rational Inequalities and Exponential-Logarithmic Functions,http://www.tandfonline.com/doi/full/10.1080/07380569.2014.967632,http://www.tandfonline.com/action/doSearch?SeriesKey=wcis20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/07380569.2014.974477,Editorial Board EOV,http://www.tandfonline.com/doi/full/10.1080/07380569.2014.974477,http://www.tandfonline.com/action/doSearch?SeriesKey=wcis20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
