url/_source,url/_text,url,pageUrl
/doi/full/10.1080/14742837.2016.1150165,Democratizing inequalities,http://www.tandfonline.com/doi/full/10.1080/14742837.2016.1150165,http://www.tandfonline.com/action/doSearch?SeriesKey=csms20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/14742837.2016.1191338,The prospectus of activism: discerning and delimiting imagined possibility,http://www.tandfonline.com/doi/full/10.1080/14742837.2016.1191338,http://www.tandfonline.com/action/doSearch?SeriesKey=csms20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/14742837.2016.1223684,Editorial Board,http://www.tandfonline.com/doi/full/10.1080/14742837.2016.1223684,http://www.tandfonline.com/action/doSearch?SeriesKey=csms20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/14742837.2016.1213163,Clothing and social movements: Tibet and the politics of dress,http://www.tandfonline.com/doi/full/10.1080/14742837.2016.1213163,http://www.tandfonline.com/action/doSearch?SeriesKey=csms20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/14742837.2015.1084226,"The language of contention: Revolution in words, 1688–2012",http://www.tandfonline.com/doi/full/10.1080/14742837.2015.1084226,http://www.tandfonline.com/action/doSearch?SeriesKey=csms20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/14742837.2016.1214069,Deliberative street politics and sacralized dissent: Morocco’s 20 February movement and the Jamaa Al Adl Wal Ihsane,http://www.tandfonline.com/doi/full/10.1080/14742837.2016.1214069,http://www.tandfonline.com/action/doSearch?SeriesKey=csms20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/14742837.2016.1150162,Youth and revolution in Tunisia,http://www.tandfonline.com/doi/full/10.1080/14742837.2016.1150162,http://www.tandfonline.com/action/doSearch?SeriesKey=csms20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/14742837.2016.1199320,Players and arenas: strategic interactionism in social movements studies,http://www.tandfonline.com/doi/full/10.1080/14742837.2016.1199320,http://www.tandfonline.com/action/doSearch?SeriesKey=csms20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/14742837.2016.1215242,Capitalism as a social movement: the corporate and neoliberal reconstructions of the American political economy in the twentieth century,http://www.tandfonline.com/doi/full/10.1080/14742837.2016.1215242,http://www.tandfonline.com/action/doSearch?SeriesKey=csms20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
/doi/full/10.1080/14742837.2016.1150166,Sport and social movements: from the local to the global (globalizing sport studies series),http://www.tandfonline.com/doi/full/10.1080/14742837.2016.1150166,http://www.tandfonline.com/action/doSearch?SeriesKey=csms20&content=standard&countTerms=true&dateRange=%5B20140101+TO+*%7D&target=default&startPage=&sortBy=&pageSize=50
