url/_text,url,pageUrl
Viscoelastic properties of rabbit osteoarthritic menisci: A correlation with matrix alterations,http://www.sciencedirect.com/science/article/pii/S1751616116302752,http://www.sciencedirect.com/science/journal/17516161
Improving the compatibility of an Y-TZP/porcelain system using a new composite interlayer composition,http://www.sciencedirect.com/science/article/pii/S175161611630248X,http://www.sciencedirect.com/science/journal/17516161
Characterization of mechanical properties of lamellar structure of the aortic wall: Effect of aging,http://www.sciencedirect.com/science/article/pii/S1751616116302715,http://www.sciencedirect.com/science/journal/17516161
Importance of the PMMA viscoelastic rheology on the reduction of the leakage risk during osteoporotic bone augmentation: A numerical leakage model through a porous media,http://www.sciencedirect.com/science/article/pii/S1751616116302661,http://www.sciencedirect.com/science/journal/17516161
Deformation and fracture of echinoderm collagen networks,http://www.sciencedirect.com/science/article/pii/S1751616116302600,http://www.sciencedirect.com/science/journal/17516161
Shear deformations of human articular cartilage: Certain mechanical anisotropies apparent at large but not small shear strains,http://www.sciencedirect.com/science/article/pii/S1751616116302727,http://www.sciencedirect.com/science/journal/17516161
"In-situ synthesis of AgNPs in the natural/synthetic hybrid nanofibrous scaffolds: Fabrication, characterization and antimicrobial activities",http://www.sciencedirect.com/science/article/pii/S1751616116302508,http://www.sciencedirect.com/science/journal/17516161
"Mechanical, tribological and biological properties of novel 45S5 Bioglass ® composites reinforced with in situ reduced graphene oxide",http://www.sciencedirect.com/science/article/pii/S1751616116302648,http://www.sciencedirect.com/science/journal/17516161
Contribution of fluid in bone extravascular matrix to strain-rate dependent stiffening of bone tissue – A poroelastic study,http://www.sciencedirect.com/science/article/pii/S1751616116302764,http://www.sciencedirect.com/science/journal/17516161
"Surface quality of yttria-stabilized tetragonal zirconia polycrystal in CAD/CAM milling, sintering, polishing and sandblasting processes",http://www.sciencedirect.com/science/article/pii/S1751616116302818,http://www.sciencedirect.com/science/journal/17516161
Do biodegradable magnesium alloy intramedullary interlocking nails prematurely lose fixation stability in the treatment of tibial fracture? A numerical simulation,http://www.sciencedirect.com/science/article/pii/S1751616116302740,http://www.sciencedirect.com/science/journal/17516161
Planar biaxial extension of the lumbar facet capsular ligament reveals significant in-plane shear forces,http://www.sciencedirect.com/science/article/pii/S175161611630279X,http://www.sciencedirect.com/science/journal/17516161
Effect of thermomechanical processing on the mechanical biofunctionality of a low modulus Ti-40Nb alloy,http://www.sciencedirect.com/science/article/pii/S1751616116302776,http://www.sciencedirect.com/science/journal/17516161
A novel anatomical short glass fiber reinforced post in an endodontically treated premolar mechanical resistance evaluation using acoustic emission under fatigue testing,http://www.sciencedirect.com/science/article/pii/S1751616116302788,http://www.sciencedirect.com/science/journal/17516161
Simulation of mechanical behavior and optimization of simulated injection molding process for PLA based antibacterial composite and nanocomposite bone screws using central composite design,http://www.sciencedirect.com/science/article/pii/S175161611630265X,http://www.sciencedirect.com/science/journal/17516161
Further experimental evidence of the compressibility of arteries,http://www.sciencedirect.com/science/article/pii/S1751616116302739,http://www.sciencedirect.com/science/journal/17516161
Experimental study of the mechanical behavior of an explanted mesh: The influence of healing,http://www.sciencedirect.com/science/article/pii/S1751616116302491,http://www.sciencedirect.com/science/journal/17516161
Orientation of whole bone samples of small rodents matters during bending tests,http://www.sciencedirect.com/science/article/pii/S1751616116302855,http://www.sciencedirect.com/science/journal/17516161
